Date,Match Time,Team 1,Team 2,Team 1 Odds,Team 2 Odds
2024-05-31,7:10 PM EDT,WAS,CLE,+205,-250
2024-05-31,7:20 PM EDT,ATH,ATL,+192,-233
2024-05-31,8:10 PM EDT,CHW,MIL,+150,-179
2024-05-31,8:10 PM EDT,MIN,HOU,-105,-115
2024-05-31,8:10 PM EDT,SD,KC,-135,+115
2024-05-31,10:10 PM EDT,LAA,SEA,+135,-161
2024-05-31,10:10 PM EDT,COL,LAD,+275,-357
2024-05-31,10:15 PM EDT,NYY,SF,-135,+115
2024-06-01,3:07 PM EDT,PIT,TOR,+130,-154
2024-06-01,4:05 PM EDT,TB,BAL,+143,-169
2024-06-01,4:10 PM EDT,SD,KC,+100,-120
2024-06-01,4:10 PM EDT,AZ,NYM,+105,-125
2024-06-01,4:10 PM EDT,ATH,ATL,+270,-345
2024-06-01,4:10 PM EDT,TEX,MIA,-105,-115
2024-06-01,4:10 PM EDT,CHW,MIL,+150,-179
2024-06-01,4:10 PM EDT,WAS,CLE,+122,-145
2024-06-01,4:10 PM EDT,MIN,HOU,+100,-120
2024-06-01,4:10 PM EDT,DET,BOS,-105,-115
2024-06-01,7:15 PM EDT,CIN,CHC,+126,-149
2024-06-01,7:15 PM EDT,STL,PHI,+140,-164
2024-06-01,7:15 PM EDT,LAA,SEA,+140,-164
2024-06-01,10:05 PM EDT,NYY,SF,-105,-115
2024-06-01,10:10 PM EDT,COL,LAD,+250,-323
2024-06-02,1:05 PM EDT,MIN,HOU,+130,-154
2024-06-02,1:35 PM EDT,TB,BAL,+110,-130
2024-06-02,1:35 PM EDT,ATH,ATL,+205,-250
2024-06-02,1:35 PM EDT,DET,BOS,+135,-161
2024-06-02,1:37 PM EDT,PIT,TOR,+150,-179
2024-06-02,1:40 PM EDT,TEX,MIA,-125,+105
2024-06-02,1:40 PM EDT,WAS,CLE,+115,-135
2024-06-02,1:40 PM EDT,AZ,NYM,-110,-110
2024-06-02,2:10 PM EDT,SD,KC,+105,-125
2024-06-02,2:10 PM EDT,CHW,MIL,+270,-345
2024-06-02,2:20 PM EDT,CIN,CHC,+105,-125
2024-06-02,4:05 PM EDT,NYY,SF,-135,+115
2024-06-02,4:10 PM EDT,COL,LAD,+215,-270
2024-06-02,4:10 PM EDT,LAA,SEA,+175,-208
2024-06-02,7:10 PM EDT,STL,PHI,+118,-141
2024-06-03,6:40 PM EDT,MIL,PHI,+162,-196
2024-06-03,6:45 PM EDT,NYM,WAS,-105,-115
2024-06-03,7:07 PM EDT,BAL,TOR,-120,+100
2024-06-03,8:05 PM EDT,DET,TEX,-115,-105
2024-06-03,8:10 PM EDT,STL,HOU,+158,-189
2024-06-03,8:40 PM EDT,CIN,COL,-110,-110
2024-06-03,9:38 PM EDT,SD,LAA,-145,+122
2024-06-03,9:40 PM EDT,SF,AZ,+110,-130
2024-06-04,6:40 PM EDT,MIL,PHI,+135,-161
2024-06-04,6:40 PM EDT,TB,MIA,-130,+110
2024-06-04,6:40 PM EDT,LAD,PIT,-189,+158
2024-06-04,6:40 PM EDT,KC,CLE,+110,-130
2024-06-04,6:45 PM EDT,NYM,WAS,-141,+118
2024-06-04,7:05 PM EDT,MIN,NYY,+152,-179
2024-06-04,7:07 PM EDT,BAL,TOR,-145,+122
2024-06-04,7:10 PM EDT,ATL,BOS,-164,+140
2024-06-04,8:05 PM EDT,CHW,CHC,+240,-303
2024-06-04,8:05 PM EDT,DET,TEX,-105,-115
2024-06-04,8:10 PM EDT,STL,HOU,+135,-161
2024-06-04,8:40 PM EDT,CIN,COL,-130,+110
2024-06-04,9:38 PM EDT,SD,LAA,-105,-115
2024-06-04,9:40 PM EDT,SF,AZ,+100,-120
2024-06-04,9:40 PM EDT,SEA,ATH,-161,+135
2024-06-05,1:35 PM EDT,ATL,BOS,-110,-110
2024-06-05,2:10 PM EDT,STL,HOU,+135,-161
2024-06-05,3:10 PM EDT,CIN,COL,-149,+126
2024-06-05,3:40 PM EDT,SF,AZ,-115,-105
2024-06-05,4:05 PM EDT,NYM,WAS,-145,+122
2024-06-05,4:05 PM EDT,MIL,PHI,+148,-175
2024-06-05,6:40 PM EDT,TB,MIA,-130,+110
2024-06-05,6:40 PM EDT,LAD,PIT,-105,-115
2024-06-05,7:05 PM EDT,MIN,NYY,+143,-169
2024-06-05,7:07 PM EDT,BAL,TOR,+100,-120
2024-06-05,8:05 PM EDT,DET,TEX,+122,-145
2024-06-05,8:05 PM EDT,CHW,CHC,+162,-196
2024-06-05,9:38 PM EDT,SD,LAA,-169,+143
2024-06-05,9:40 PM EDT,SEA,ATH,-164,+140
2024-06-06,1:07 PM EDT,BAL,TOR,+110,-130
2024-06-06,1:10 PM EDT,KC,CLE,+143,-169
2024-06-06,3:37 PM EDT,SEA,ATH,-161,+135
2024-06-06,6:40 PM EDT,LAD,PIT,-189,+158
2024-06-06,6:45 PM EDT,ATL,WAS,-161,+135
2024-06-06,7:05 PM EDT,MIN,NYY,+130,-154
2024-06-06,7:10 PM EDT,CHC,CIN,+110,-130
2024-06-06,7:45 PM EDT,COL,STL,+192,-233
2024-06-06,8:10 PM EDT,BOS,CHW,-263,+210
2024-06-06,9:40 PM EDT,AZ,SD,-105,-115
2024-06-07,6:40 PM EDT,MIL,DET,-105,-115
2024-06-07,6:40 PM EDT,MIN,PIT,-125,+105
2024-06-07,6:45 PM EDT,ATL,WAS,-213,+178
2024-06-07,6:50 PM EDT,BAL,TB,-120,+100
2024-06-07,7:05 PM EDT,LAD,NYY,-161,+135
2024-06-07,7:10 PM EDT,CHC,CIN,+115,-135
2024-06-07,7:10 PM EDT,CLE,MIA,-120,+100
2024-06-07,8:05 PM EDT,SF,TEX,-125,+105
2024-06-07,8:10 PM EDT,SEA,KC,-120,+100
2024-06-07,8:10 PM EDT,BOS,CHW,-110,-110
2024-06-07,8:15 PM EDT,COL,STL,+158,-189
2024-06-07,9:38 PM EDT,HOU,LAA,-161,+135
2024-06-07,9:40 PM EDT,AZ,SD,+105,-125
2024-06-07,9:40 PM EDT,TOR,ATH,-169,+143
2024-06-08,1:10 PM EDT,PHI,NYM,-175,+148
2024-06-08,4:05 PM EDT,SF,TEX,+100,-120
2024-06-08,4:05 PM EDT,ATL,WAS,-130,+110
2024-06-08,4:05 PM EDT,MIN,PIT,-130,+110
2024-06-08,4:07 PM EDT,TOR,ATH,-169,+143
2024-06-08,4:10 PM EDT,BAL,TB,-135,+115
2024-06-08,4:10 PM EDT,BOS,CHW,-238,+196
2024-06-08,4:10 PM EDT,MIL,DET,-169,+143
2024-06-08,4:10 PM EDT,CHC,CIN,+105,-125
2024-06-08,4:10 PM EDT,SEA,KC,-135,+115
2024-06-08,4:15 PM EDT,COL,STL,+178,-213
2024-06-08,7:35 PM EDT,CLE,MIA,-164,+140
2024-06-08,7:35 PM EDT,LAD,NYY,+100,-120
2024-06-08,8:40 PM EDT,AZ,SD,+135,-161
2024-06-08,10:07 PM EDT,HOU,LAA,-179,+150
2024-06-09,10:10 AM EDT,NYM,PHI,+135,-161
2024-06-09,1:05 PM EDT,SF,TEX,+135,-161
2024-06-09,1:35 PM EDT,ATL,WAS,-164,+140
2024-06-09,1:35 PM EDT,MIN,PIT,+100,-120
2024-06-09,1:40 PM EDT,BAL,TB,-149,+126
2024-06-09,1:40 PM EDT,MIL,DET,+143,-169
2024-06-09,1:40 PM EDT,CHC,CIN,-135,+115
2024-06-09,1:40 PM EDT,CLE,MIA,-125,+105
2024-06-09,2:10 PM EDT,SEA,KC,+118,-141
2024-06-09,2:10 PM EDT,BOS,CHW,-145,+122
2024-06-09,2:15 PM EDT,COL,STL,+143,-169
2024-06-09,4:07 PM EDT,HOU,LAA,-145,+122
2024-06-09,4:07 PM EDT,TOR,ATH,-135,+115
2024-06-09,4:10 PM EDT,AZ,SD,+115,-135
2024-06-09,7:10 PM EDT,LAD,NYY,-135,+115
2024-06-10,6:50 PM EDT,BAL,TB,-149,+126
2024-06-10,7:40 PM EDT,COL,MIN,+205,-250
2024-06-10,8:10 PM EDT,NYY,KC,-115,-105
2024-06-10,8:10 PM EDT,TOR,MIL,+105,-125
2024-06-10,9:40 PM EDT,CHW,SEA,+175,-208
2024-06-10,9:40 PM EDT,ATH,SD,+205,-250
2024-06-10,9:45 PM EDT,HOU,SF,-115,-105
2024-06-11,6:35 PM EDT,ATL,BAL,-145,+122
2024-06-11,6:40 PM EDT,WAS,DET,-105,-115
2024-06-11,6:50 PM EDT,CHC,TB,+115,-135
2024-06-11,7:10 PM EDT,PHI,BOS,-161,+135
2024-06-11,7:10 PM EDT,MIA,NYM,+135,-161
2024-06-11,7:10 PM EDT,CLE,CIN,-105,-115
2024-06-11,7:40 PM EDT,COL,MIN,+175,-208
2024-06-11,7:45 PM EDT,PIT,STL,-145,+122
2024-06-11,8:10 PM EDT,NYY,KC,-130,+110
2024-06-11,8:10 PM EDT,TOR,MIL,-120,+100
2024-06-11,9:40 PM EDT,LAA,AZ,+135,-161
2024-06-11,9:40 PM EDT,ATH,SD,+135,-161
2024-06-11,9:40 PM EDT,CHW,SEA,+150,-179
2024-06-11,9:45 PM EDT,HOU,SF,-105,-115
2024-06-11,10:10 PM EDT,TEX,LAD,+143,-169
2024-06-12,1:10 PM EDT,COL,MIN,+205,-250
2024-06-12,2:10 PM EDT,TOR,MIL,+105,-125
2024-06-12,3:45 PM EDT,HOU,SF,+100,-120
2024-06-12,4:10 PM EDT,ATH,SD,+185,-227
2024-06-12,6:35 PM EDT,ATL,BAL,+100,-120
2024-06-12,6:40 PM EDT,WAS,DET,+100,-120
2024-06-12,6:50 PM EDT,CHC,TB,-105,-115
2024-06-12,7:10 PM EDT,PHI,BOS,-130,+110
2024-06-12,7:10 PM EDT,MIA,NYM,+135,-161
2024-06-12,7:10 PM EDT,CLE,CIN,-110,-110
2024-06-12,7:45 PM EDT,PIT,STL,+150,-179
2024-06-12,8:10 PM EDT,NYY,KC,-175,+148
2024-06-12,9:40 PM EDT,CHW,SEA,+210,-263
2024-06-12,9:40 PM EDT,LAA,AZ,+130,-154
2024-06-12,10:10 PM EDT,TEX,LAD,+140,-164
2024-06-13,1:05 PM EDT,ATL,BAL,-105,-115
2024-06-13,1:10 PM EDT,WAS,DET,+135,-161
2024-06-13,2:10 PM EDT,NYY,KC,-164,+140
2024-06-13,2:15 PM EDT,PIT,STL,-120,+100
2024-06-13,6:50 PM EDT,CHC,TB,-120,+100
2024-06-13,7:10 PM EDT,MIA,NYM,+175,-208
2024-06-13,7:10 PM EDT,PHI,BOS,-110,-110
2024-06-13,7:40 PM EDT,ATH,MIN,+235,-294
2024-06-13,9:40 PM EDT,CHW,SEA,-110,-110
2024-06-13,9:40 PM EDT,LAA,AZ,+162,-196
2024-06-13,10:10 PM EDT,TEX,LAD,+158,-189
2024-06-14,2:20 PM EDT,STL,CHC,+100,-120
2024-06-14,6:30 PM EDT,NYY,BOS,-154,+130
2024-06-14,6:45 PM EDT,MIA,WAS,+158,-189
2024-06-14,7:05 PM EDT,PHI,BAL,+115,-135
2024-06-14,7:07 PM EDT,CLE,TOR,+118,-141
2024-06-14,7:10 PM EDT,SD,NYM,-110,-110
2024-06-14,7:20 PM EDT,TB,ATL,+196,-238
2024-06-14,8:10 PM EDT,DET,HOU,+100,-120
2024-06-14,8:10 PM EDT,CIN,MIL,+143,-169
2024-06-14,8:10 PM EDT,ATH,MIN,+150,-179
2024-06-14,8:40 PM EDT,PIT,COL,-120,+100
2024-06-14,9:40 PM EDT,CHW,AZ,+162,-196
2024-06-14,10:10 PM EDT,TEX,SEA,+118,-141
2024-06-14,10:10 PM EDT,KC,LAD,+130,-154
2024-06-14,10:15 PM EDT,LAA,SF,+130,-154
2024-06-15,2:20 PM EDT,STL,CHC,+162,-196
2024-06-15,3:07 PM EDT,CLE,TOR,+105,-125
2024-06-15,4:05 PM EDT,PHI,BAL,+158,-189
2024-06-15,4:05 PM EDT,MIA,WAS,+105,-125
2024-06-15,4:05 PM EDT,LAA,SF,+122,-145
2024-06-15,4:10 PM EDT,SD,NYM,+115,-135
2024-06-15,4:10 PM EDT,CIN,MIL,+115,-135
2024-06-15,4:10 PM EDT,TB,ATL,+110,-130
2024-06-15,4:10 PM EDT,DET,HOU,-105,-115
2024-06-15,7:15 PM EDT,TEX,SEA,+100,-120
2024-06-15,7:15 PM EDT,NYY,BOS,-204,+170
2024-06-15,9:10 PM EDT,KC,LAD,+205,-250
2024-06-15,9:10 PM EDT,PIT,COL,-164,+140
2024-06-15,10:10 PM EDT,CHW,AZ,+140,-164
2024-06-16,1:05 PM EDT,STL,CHC,+110,-130
2024-06-16,1:35 PM EDT,PHI,BAL,+115,-135
2024-06-16,1:35 PM EDT,TB,ATL,+100,-120
2024-06-16,1:35 PM EDT,MIA,WAS,+110,-130
2024-06-16,1:37 PM EDT,CLE,TOR,+100,-120
2024-06-16,1:40 PM EDT,SD,NYM,-149,+126
2024-06-16,2:10 PM EDT,DET,HOU,+140,-164
2024-06-16,2:10 PM EDT,ATH,MIN,+180,-222
2024-06-16,2:10 PM EDT,CIN,MIL,+122,-145
2024-06-16,3:10 PM EDT,PIT,COL,-120,+100
2024-06-16,4:05 PM EDT,LAA,SF,+135,-161
2024-06-16,4:10 PM EDT,TEX,SEA,+122,-145
2024-06-16,4:10 PM EDT,CHW,AZ,+150,-179
2024-06-16,4:10 PM EDT,KC,LAD,+210,-263
2024-06-16,7:10 PM EDT,NYY,BOS,-154,+130
2024-06-16,7:40 PM EDT,ATH,MIN,+175,-208
2024-06-17,6:40 PM EDT,SD,PHI,+170,-204
2024-06-17,6:40 PM EDT,STL,MIA,-154,+130
2024-06-17,6:40 PM EDT,CIN,PIT,+158,-189
2024-06-17,7:07 PM EDT,BOS,TOR,+100,-120
2024-06-17,7:20 PM EDT,DET,ATL,+175,-208
2024-06-17,8:05 PM EDT,SF,CHC,-105,-115
2024-06-17,8:05 PM EDT,NYM,TEX,+118,-141
2024-06-17,8:40 PM EDT,LAD,COL,-164,+140
2024-06-17,9:38 PM EDT,MIL,LAA,-110,-110
2024-06-18,6:10 PM EDT,STL,MIA,-145,+122
2024-06-18,6:40 PM EDT,SD,PHI,+140,-164
2024-06-18,6:40 PM EDT,SEA,CLE,+118,-141
2024-06-18,6:40 PM EDT,CIN,PIT,-125,+105
2024-06-18,6:45 PM EDT,AZ,WAS,+115,-135
2024-06-18,7:05 PM EDT,BAL,NYY,+118,-141
2024-06-18,7:07 PM EDT,BOS,TOR,-135,+115
2024-06-18,7:20 PM EDT,DET,ATL,+135,-161
2024-06-18,7:40 PM EDT,TB,MIN,+162,-196
2024-06-18,8:05 PM EDT,SF,CHC,-110,-110
2024-06-18,8:05 PM EDT,NYM,TEX,-125,+105
2024-06-18,8:10 PM EDT,HOU,CHW,-175,+148
2024-06-18,8:40 PM EDT,LAD,COL,-196,+162
2024-06-18,9:38 PM EDT,MIL,LAA,-161,+135
2024-06-18,9:40 PM EDT,KC,ATH,-135,+115
2024-06-19,12:20 PM EDT,DET,ATL,+115,-135
2024-06-19,12:35 PM EDT,CIN,PIT,+110,-130
2024-06-19,12:40 PM EDT,STL,MIA,-161,+135
2024-06-19,1:05 PM EDT,SD,PHI,+158,-189
2024-06-19,2:20 PM EDT,SF,CHC,-110,-110
2024-06-19,4:05 PM EDT,AZ,WAS,-179,+150
2024-06-19,6:40 PM EDT,SEA,CLE,+126,-149
2024-06-19,7:05 PM EDT,BAL,NYY,+122,-145
2024-06-19,7:07 PM EDT,BOS,TOR,+118,-141
2024-06-19,7:40 PM EDT,TB,MIN,+143,-169
2024-06-19,8:05 PM EDT,NYM,TEX,-115,-105
2024-06-19,8:10 PM EDT,HOU,CHW,-115,-105
2024-06-19,8:40 PM EDT,LAD,COL,-204,+170
2024-06-19,9:38 PM EDT,MIL,LAA,-189,+158
2024-06-19,9:40 PM EDT,KC,ATH,-204,+170
2024-06-20,1:05 PM EDT,AZ,WAS,+122,-145
2024-06-20,1:10 PM EDT,TB,MIN,+130,-154
2024-06-20,1:10 PM EDT,SEA,CLE,+110,-130
2024-06-20,2:10 PM EDT,HOU,CHW,-179,+150
2024-06-20,3:10 PM EDT,LAD,COL,-222,+180
2024-06-20,3:37 PM EDT,KC,ATH,-154,+130
2024-06-20,4:05 PM EDT,BAL,NYY,+148,-175
2024-06-20,7:15 PM EDT,SF,STL,-120,+100
2024-06-20,9:40 PM EDT,MIL,SD,-105,-115
2024-06-21,2:20 PM EDT,NYM,CHC,+130,-154
2024-06-21,6:40 PM EDT,AZ,PHI,+126,-149
2024-06-21,6:40 PM EDT,CHW,DET,+158,-189
2024-06-21,6:40 PM EDT,TB,PIT,-141,+118
2024-06-21,7:05 PM EDT,ATL,NYY,-110,-110
2024-06-21,7:10 PM EDT,BOS,CIN,-115,-105
2024-06-21,7:10 PM EDT,SEA,MIA,-179,+150
2024-06-21,7:10 PM EDT,TOR,CLE,+110,-130
2024-06-21,8:05 PM EDT,KC,TEX,+122,-145
2024-06-21,8:10 PM EDT,BAL,HOU,-161,+135
2024-06-21,8:40 PM EDT,WAS,COL,-125,+105
2024-06-21,9:40 PM EDT,MIL,SD,+135,-161
2024-06-21,9:40 PM EDT,MIN,ATH,-161,+135
2024-06-21,10:10 PM EDT,LAA,LAD,+162,-196
2024-06-22,1:10 PM EDT,CHW,DET,+148,-175
2024-06-22,2:15 PM EDT,SF,STL,+100,-120
2024-06-22,2:20 PM EDT,NYM,CHC,-125,+105
2024-06-22,4:05 PM EDT,KC,TEX,+122,-145
2024-06-22,4:05 PM EDT,AZ,PHI,+215,-270
2024-06-22,4:05 PM EDT,TB,PIT,-105,-115
2024-06-22,4:07 PM EDT,MIN,ATH,-179,+152
2024-06-22,4:10 PM EDT,BOS,CIN,-120,+100
2024-06-22,4:10 PM EDT,SEA,MIA,-169,+143
2024-06-22,4:10 PM EDT,BAL,HOU,-145,+122
2024-06-22,4:10 PM EDT,TOR,CLE,+122,-145
2024-06-22,7:15 PM EDT,ATL,NYY,+118,-141
2024-06-22,7:15 PM EDT,MIL,SD,-120,+100
2024-06-22,9:10 PM EDT,WAS,COL,-115,-105
2024-06-22,10:10 PM EDT,LAA,LAD,+320,-417
2024-06-23,11:35 AM EDT,AZ,PHI,+205,-250
2024-06-23,1:35 PM EDT,ATL,NYY,+105,-125
2024-06-23,1:35 PM EDT,TB,PIT,+140,-164
2024-06-23,1:40 PM EDT,CHW,DET,+162,-196
2024-06-23,1:40 PM EDT,BOS,CIN,+135,-161
2024-06-23,1:40 PM EDT,TOR,CLE,-105,-115
2024-06-23,1:40 PM EDT,SEA,MIA,-154,+130
2024-06-23,2:10 PM EDT,BAL,HOU,-115,-105
2024-06-23,2:15 PM EDT,SF,STL,+105,-125
2024-06-23,2:35 PM EDT,KC,TEX,+140,-164
2024-06-23,3:10 PM EDT,WAS,COL,-135,+115
2024-06-23,4:07 PM EDT,MIN,ATH,-179,+150
2024-06-23,4:10 PM EDT,MIL,SD,+115,-135
2024-06-23,7:10 PM EDT,NYM,CHC,-105,-115
2024-06-24,6:35 PM EDT,CLE,BAL,-105,-115
2024-06-24,6:40 PM EDT,PHI,DET,-179,+150
2024-06-24,6:50 PM EDT,SEA,TB,-105,-115
2024-06-24,7:10 PM EDT,TOR,BOS,+140,-164
2024-06-24,7:10 PM EDT,PIT,CIN,+115,-135
2024-06-24,7:45 PM EDT,ATL,STL,-125,+105
2024-06-24,8:10 PM EDT,TEX,MIL,+152,-179
2024-06-24,8:10 PM EDT,MIA,KC,+210,-263
2024-06-24,8:10 PM EDT,LAD,CHW,-115,-105
2024-06-24,9:38 PM EDT,ATH,LAA,+122,-145
2024-06-24,9:40 PM EDT,WAS,SD,+158,-189
2024-06-24,9:45 PM EDT,CHC,SF,-120,+100
2024-06-25,6:35 PM EDT,CLE,BAL,+135,-161
2024-06-25,6:40 PM EDT,PHI,DET,-120,+100
2024-06-25,6:50 PM EDT,SEA,TB,-130,+110
2024-06-25,7:10 PM EDT,TOR,BOS,+110,-130
2024-06-25,7:10 PM EDT,NYY,NYM,-149,+126
2024-06-25,7:10 PM EDT,PIT,CIN,+110,-130
2024-06-25,8:10 PM EDT,COL,HOU,+222,-278
2024-06-25,8:10 PM EDT,MIA,KC,+162,-196
2024-06-25,8:10 PM EDT,TEX,MIL,-110,-110
2024-06-25,8:10 PM EDT,LAD,CHW,-227,+185
2024-06-25,9:38 PM EDT,ATH,LAA,+105,-125
2024-06-25,9:40 PM EDT,MIN,AZ,-130,+110
2024-06-25,9:40 PM EDT,WAS,SD,-125,+105
2024-06-25,9:45 PM EDT,CHC,SF,+105,-125
2024-06-26,12:10 PM EDT,SEA,TB,+100,-120
2024-06-26,1:10 PM EDT,PHI,DET,-175,+148
2024-06-26,1:10 PM EDT,PIT,CIN,+118,-141
2024-06-26,1:45 PM EDT,ATL,STL,-130,+110
2024-06-26,2:10 PM EDT,TEX,MIL,-115,-105
2024-06-26,2:10 PM EDT,COL,HOU,+158,-189
2024-06-26,2:10 PM EDT,MIA,KC,+175,-208
2024-06-26,4:07 PM EDT,ATH,LAA,+110,-130
2024-06-26,4:10 PM EDT,WAS,SD,+158,-189
2024-06-26,6:35 PM EDT,CLE,BAL,+196,-238
2024-06-26,7:10 PM EDT,NYY,NYM,-135,+115
2024-06-26,7:15 PM EDT,ATL,STL,-120,+100
2024-06-26,8:10 PM EDT,LAD,CHW,-179,+150
2024-06-26,9:40 PM EDT,MIN,AZ,-135,+115
2024-06-26,9:45 PM EDT,CHC,SF,-110,-110
2024-06-27,3:40 PM EDT,MIN,AZ,-120,+100
2024-06-27,3:45 PM EDT,CHC,SF,-110,-110
2024-06-27,4:10 PM EDT,ATL,CHW,-303,+240
2024-06-27,6:20 PM EDT,MIA,PHI,+240,-303
2024-06-27,6:35 PM EDT,TEX,BAL,+158,-189
2024-06-27,7:07 PM EDT,NYY,TOR,-135,+115
2024-06-27,7:45 PM EDT,CIN,STL,+122,-145
2024-06-27,8:10 PM EDT,CLE,KC,-120,+100
2024-06-27,9:38 PM EDT,DET,LAA,-161,+135
2024-06-28,6:20 PM EDT,MIA,PHI,+180,-222
2024-06-28,6:50 PM EDT,WAS,TB,+140,-164
2024-06-28,7:05 PM EDT,TEX,BAL,+100,-120
2024-06-28,7:07 PM EDT,NYY,TOR,-110,-110
2024-06-28,7:10 PM EDT,HOU,NYM,-105,-115
2024-06-28,7:10 PM EDT,COL,CHW,+115,-135
2024-06-28,7:10 PM EDT,SD,BOS,+135,-161
2024-06-28,7:20 PM EDT,PIT,ATL,+175,-208
2024-06-28,8:10 PM EDT,CHC,MIL,+118,-141
2024-06-28,8:10 PM EDT,CLE,KC,-110,-110
2024-06-28,8:15 PM EDT,CIN,STL,+110,-130
2024-06-28,9:38 PM EDT,DET,LAA,-120,+100
2024-06-28,9:40 PM EDT,MIN,SEA,+105,-125
2024-06-28,9:40 PM EDT,ATH,AZ,+150,-179
2024-06-28,10:15 PM EDT,LAD,SF,-105,-115
2024-06-29,2:10 PM EDT,COL,CHW,+100,-120
2024-06-29,2:15 PM EDT,CIN,STL,+170,-204
2024-06-29,3:07 PM EDT,NYY,TOR,-130,+110
2024-06-29,4:05 PM EDT,MIA,PHI,+215,-270
2024-06-29,4:10 PM EDT,ATH,AZ,+162,-196
2024-06-29,4:10 PM EDT,CHC,MIL,+100,-120
2024-06-29,4:10 PM EDT,SD,BOS,+118,-141
2024-06-29,4:10 PM EDT,WAS,TB,+115,-135
2024-06-29,4:10 PM EDT,PIT,ATL,+118,-141
2024-06-29,4:10 PM EDT,CLE,KC,-125,+105
2024-06-29,4:10 PM EDT,HOU,NYM,+105,-125
2024-06-29,7:15 PM EDT,TEX,BAL,+135,-161
2024-06-29,7:15 PM EDT,LAD,SF,-196,+162
2024-06-29,10:07 PM EDT,DET,LAA,-120,+100
2024-06-29,10:10 PM EDT,MIN,SEA,-120,+100
2024-06-30,11:35 AM EDT,PIT,ATL,+170,-204
2024-06-30,1:35 PM EDT,SD,BOS,-110,-110
2024-06-30,1:35 PM EDT,MIA,PHI,+215,-270
2024-06-30,1:37 PM EDT,NYY,TOR,-110,-110
